date,revenue,gross_profit,n_transactions,n_customers,n_products,avg_order_value,avg_discount,avg_quantity,recurring_rev,gp_margin,recurring_share,rev_per_customer,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_month_start,is_month_end,is_quarter_end,is_q4,days_in_month,days_to_quarter_end,days_to_holiday,near_holiday,sin_week,cos_week,sin_year,cos_year,roll_mean_7d,roll_std_7d,roll_mean_14d,roll_std_14d,roll_mean_28d,roll_std_28d,roll_mean_90d,roll_std_90d,lag_7d,lag_14d,lag_28d,lag_56d,momentum_7_28,ewm_14d,rev_consumer,rev_enterprise,rev_partner,rev_smb,rev_hardware,rev_services,rev_software,rev_support,rev_training
2022-01-11,51850.590000000004,16818.17,3,3,3,17283.530000000002,0.016666666666666666,3.3333333333333335,45992.44,0.3244,0.887,17283.53,1,11,2,1,1,2022,0,0,0,0,0,31,79,8,0,0.7818314824680298,0.6234898018587336,0.1882267098432442,0.9821256058680006,34642.33714285714,20258.63770835847,27395.069,20799.768697183175,27395.069,20799.768697183175,27395.069,20799.768697183175,11982.64,,,,1.2645,23618.530990090418,0.0,787.58,0.0,51063.01,5858.15,45204.86,0.0,787.58,0.0
2022-01-12,74061.52,40475.649999999994,6,6,6,12343.586666666668,0.049999999999999996,3.0,28700.969999999998,0.5465,0.3875,12343.59,2,12,2,1,1,2022,0,0,0,0,0,31,78,9,0,0.9749279121818236,-0.22252093395631434,0.2051044998686192,0.9787400799669153,40337.758571428574,18339.718853885068,29618.29818181818,21065.079349825777,29618.29818181818,21065.079349825777,29618.29818181818,21065.079349825777,56005.04,,,,1.3619,27382.80552474503,12540.83,18621.149999999998,0.0,42899.54,27940.87,42899.54,1272.44,1948.67,0.0
2022-01-13,95833.39,31776.609999999997,5,5,5,19166.678,0.04,3.2,47015.969999999994,0.3316,0.4906,19166.68,3,13,2,1,1,2022,0,0,0,0,0,31,77,10,0,0.43388373911755823,-0.900968867902419,0.2219215130041655,0.9750645322571948,42917.25571428572,21845.378858377848,33321.9,23832.704131837985,33321.9,23832.704131837985,33321.9,23832.704131837985,62537.79,,,,1.288,33606.63412144569,44184.52,34225.6,2831.45,14591.82,0.0,78410.12,2831.45,4065.58,10526.24
2022-01-14,5782.5,1034.09,3,2,3,1927.5,0.10000000000000002,2.6666666666666665,0.0,0.1788,0.0,2891.25,4,14,2,1,1,2022,0,0,0,0,0,31,76,11,0,-0.433883739117558,-0.9009688679024191,0.2386727660059501,0.9711000518829505,47673.770000000004,29212.16747017071,38130.47615384615,28657.562658714407,38130.47615384615,28657.562658714407,38130.47615384615,28657.562658714407,10849.85,,,,1.2503,41903.534905252935,0.0,1391.58,4390.92,0.0,0.0,0.0,5782.5,0.0,0.0
2022-01-15,43050.32,13453.800000000001,2,2,2,21525.16,0.025,4.0,43050.32,0.3125,1.0,21525.16,5,15,2,1,1,2022,1,0,0,0,0,31,75,12,0,-0.9749279121818236,-0.2225209339563146,0.255353295116187,0.9668478136052775,46949.862857142856,30318.623256501225,35819.90642857143,28858.700964064043,35819.90642857143,28858.700964064043,35819.90642857143,28858.700964064043,34476.96,1529.19,,,1.3107,37087.396917885875,38702.5,0.0,4347.82,0.0,0.0,38702.5,4347.82,0.0,0.0
2022-01-16,43368.89,21806.64,8,8,8,5421.11125,0.03125,2.25,30314.93,0.5028,0.699,5421.11,6,16,2,1,1,2022,1,0,0,0,0,31,74,13,0,-0.7818314824680299,0.6234898018587334,0.2719581575341055,0.9623090774541486,48174.62857142858,29901.076537043176,38785.701428571425,27146.330768934746,36301.934,27871.53399214249,36301.934,27871.53399214249,24810.43,21495.6,,,1.3271,37882.453328834425,11836.439999999999,1094.68,492.32,29945.449999999997,32820.43,0.0,6457.8099999999995,4090.65,0.0
2022-01-17,51154.909999999996,15093.34,5,5,5,10230.982,0.01,3.2,9647.89,0.2951,0.1886,10230.98,0,17,3,1,1,2022,0,0,0,0,0,31,73,14,0,0.0,1.0,0.288482432880609,0.9574851883550393,50825.83714285714,28262.027730248294,40348.07928571429,26700.455528994393,36743.61875,26984.358678641936,36743.61875,26984.358678641936,41833.649999999994,8429.54,,,1.3833,38613.97821832317,0.0,6766.49,30828.75,13559.669999999998,6766.49,30828.75,13559.669999999998,0.0,0.0
2022-01-18,41872.649999999994,18659.08,4,4,4,10468.162499999999,0.05,4.5,6823.9,0.4456,0.163,10468.16,1,18,3,1,1,2022,0,0,0,0,0,31,72,14,0,0.7818314824680298,0.6234898018587336,0.30492122465628907,0.9523775757303974,52157.44571428571,27985.97820984814,43399.89142857143,25169.411942497816,37591.34176470588,26360.24792620041,37591.34176470588,26360.24792620041,51850.590000000004,11982.64,,,1.3875,40286.102455880085,23677.43,18195.22,0.0,0.0,16853.53,0.0,6823.9,0.0,18195.22
2022-01-19,40743.229999999996,15792.56,4,4,4,10185.807499999999,0.08750000000000001,2.25,38584.85,0.3876,0.947,10185.81,2,19,3,1,1,2022,0,0,0,0,0,31,71,14,0,0.9749279121818236,-0.22252093395631434,0.3212696616923644,0.9469877530760753,50732.025714285715,28257.004929140934,45534.89214285714,23512.622558074298,37829.19222222222,25593.098817931725,37829.19222222222,25593.098817931725,74061.52,56005.04,,,1.3411,40497.642128429405,40743.229999999996,0.0,0.0,0.0,0.0,36509.15,0.0,2489.56,1744.52
2022-01-20,54316.71,18006.42,3,3,3,18105.57,0.13333333333333333,4.0,0.0,0.3315,0.0,18105.57,3,20,3,1,1,2022,0,0,0,0,0,31,70,14,0,0.43388373911755823,-0.900968867902419,0.3375228995941133,0.9413173175128471,45972.270000000004,26418.6606409491,44444.76285714286,23343.032460980212,37982.56263157894,24881.00425556565,37982.56263157894,24881.00425556565,95833.39,62537.79,,,1.2104,40530.38717797215,12316.05,10043.45,0.0,31957.21,0.0,44273.259999999995,10043.45,0.0,0.0
2022-01-21,2384.6800000000003,383.28999999999996,2,2,2,1192.3400000000001,0.0,2.0,1159.75,0.1607,0.4863,1192.34,4,21,3,1,1,2022,0,0,0,0,0,31,69,14,0,-0.433883739117558,-0.9009688679024191,0.3536761221763716,0.9353679493131483,40041.31571428571,15942.284656714932,43857.54285714286,22953.017674519546,38799.270000000004,24491.26897221603,38799.270000000004,24491.26897221603,5782.5,10849.85,,,1.032,42368.56355424254,0.0,0.0,0.0,2384.6800000000003,0.0,0.0,0.0,2384.6800000000003,0.0
2022-01-22,88939.48999999999,25276.11,5,5,5,17787.897999999997,0.08,3.6,60657.43,0.2842,0.682,17787.9,5,22,3,1,1,2022,1,0,0,0,0,31,68,14,0,-0.9749279121818236,-0.2225209339563146,0.3697245428906731,0.9291414114031743,39555.91285714285,17164.134545088204,43252.88785714286,23978.043358966224,37065.241904761904,25158.995711525055,37065.241904761904,25158.995711525055,43050.32,34476.96,,,1.0672,37037.37908034353,43546.98,0.0,0.0,45392.51,4623.56,83337.87,0.0,978.06,0.0
2022-01-23,38275.97,7546.88,3,3,3,12758.656666666668,0.03333333333333333,3.6666666666666665,1426.35,0.1972,0.0373,12758.66,6,23,3,1,1,2022,1,0,0,0,0,31,67,14,0,-0.7818314824680299,0.6234898018587334,0.38566340624360707,0.9226395488404876,46111.508571428574,25473.322817056032,47143.06857142857,26707.367097958875,39423.16227272727,26928.5859561389,39423.16227272727,26928.5859561389,43368.89,24810.43,,,1.1697,43957.66053629773,1426.35,0.0,0.0,36849.619999999995,0.0,25318.51,11531.11,1426.35,0.0
2022-01-24,41383.9,15814.79,2,2,2,20691.95,0.0,2.0,29635.87,0.3821,0.7161,20691.95,0,24,4,1,1,2022,0,0,0,0,0,31,66,14,0,0.0,1.0,0.401487989205973,0.9158642882672872,45383.94857142856,25636.917896048803,48104.892857142855,26076.23756645397,39373.284347826084,26310.542653676926,39373.284347826084,26310.542653676926,51154.909999999996,41833.649999999994,,,1.1527,43200.1017981247,11748.03,0.0,0.0,29635.87,11748.03,29635.87,0.0,0.0,0.0
2022-01-25,8468.220000000001,1689.9299999999998,2,2,2,4234.110000000001,0.0,2.0,0.0,0.1996,0.0,4234.11,1,25,4,1,1,2022,0,0,0,0,0,31,65,14,0,0.7818314824680298,0.6234898018587336,0.4171936026123168,0.9088176373395029,43988.090000000004,25536.140402562134,48072.767857142855,26084.833440263323,39457.06,25735.49109079775,39457.06,25735.49109079775,41872.649999999994,51850.590000000004,,,1.1148,42957.94155837474,3367.45,0.0,0.0,5100.77,3367.45,0.0,5100.77,0.0,0.0
2022-01-26,38930.8,12936.739999999998,4,4,4,9732.7,0.0375,2.25,28463.59,0.3323,0.7311,9732.7,2,26,4,1,1,2022,0,0,0,0,0,31,64,14,0,0.9749279121818236,-0.22252093395631434,0.4327755925504312,0.901501684131884,39216.028571428564,28897.361143747716,44974.02714285714,28100.449650804363,38217.5064,25944.775015973813,38217.5064,25944.775015973813,40743.229999999996,74061.52,,,1.0261,38359.312017258104,10467.21,22665.68,5797.91,0.0,0.0,28463.59,526.08,0.0,9941.13
2022-01-27,10599.21,3043.12,2,2,2,5299.605,0.0,1.0,9828.72,0.2871,0.9273,5299.6,3,27,4,1,1,2022,0,0,0,0,0,31,63,14,0,0.43388373911755823,-0.900968867902419,0.4482293417404106,0.893918596519257,38957.11,28889.515473556596,42464.69,26843.624154236182,38244.940769230765,25420.969009152883,38244.940769230765,25420.969009152883,54316.71,95833.39,,,1.0186,38435.510414957025,0.0,0.0,0.0,10599.21,0.0,9828.72,0.0,0.0,770.49
2022-01-28,55016.82000000001,20464.86,3,3,3,18338.940000000002,0.03333333333333333,2.6666666666666665,49008.73,0.372,0.8908,18338.94,4,28,4,1,1,2022,0,0,0,0,0,31,62,14,0,-0.433883739117558,-0.9009688679024191,0.4635502709028509,0.886070621534138,32711.75285714286,29728.904019316335,36376.53428571428,23230.970320576427,37221.02481481481,25488.776684791526,37221.02481481481,25488.776684791526,2384.6800000000003,5782.5,,,0.8789,34724.00369296276,55016.82000000001,0.0,0.0,0.0,0.0,49008.73,6008.09,0.0,0.0
2022-01-29,13030.119999999999,5502.9,2,2,2,6515.0599999999995,0.0,2.0,5538.29,0.4223,0.425,6515.06,5,29,4,1,1,2022,1,0,0,0,0,31,61,14,0,-0.9749279121818236,-0.2225209339563146,0.47873384011578846,0.8779600847008882,40230.630000000005,27340.130708287885,39893.271428571425,21933.702416862026,37856.58892857143,25237.39224403761,37856.58892857143,25237.39224403761,88939.48999999999,43050.32,1529.19,,1.0627,37429.71253390106,7491.83,0.0,5538.29,0.0,7491.83,0.0,5538.29,0.0,0.0
2022-01-30,72686.42,23890.48,12,11,11,6057.201666666667,0.04583333333333334,3.0833333333333335,18809.510000000002,0.3287,0.2588,6607.86,6,30,4,1,1,2022,1,0,0,0,0,31,60,14,0,-0.7818314824680299,0.6234898018587334,0.4937755501599772,0.869589389346611,29386.43428571429,18389.46763689281,37748.97142857143,23040.80753856742,38267.33642857143,24712.383149347857,37000.503793103446,25207.7801942387,38275.97,43368.89,21495.6,,0.7679,34176.43352938092,19552.98,1481.42,0.0,51652.020000000004,38928.06,0.0,7820.16,8507.060000000001,17431.14
2022-01-31,36762.39,14935.560000000001,4,4,4,9190.5975,0.08750000000000001,2.25,26953.5,0.4063,0.7332,9190.6,0,31,5,1,1,2022,0,0,1,0,0,31,59,14,0,0.0,1.0,0.5086709438521044,0.8609610158889943,34302.212857142855,24683.8202226632,39843.080714285716,24851.980686433908,40095.58,25311.93809130753,38190.03433333334,25611.915487570353,41383.9,51154.909999999996,8429.54,,0.8555,39311.09839213013,4568.97,0.0,0.0,32193.42,5239.92,26953.5,3661.48,907.49,0.0
2022-02-01,48006.380000000005,17995.21,6,6,6,8001.063333333334,0.06666666666666667,2.8333333333333335,8009.24,0.3749,0.1668,8001.06,1,1,5,2,1,2022,0,1,0,0,0,28,58,14,0,0.7818314824680298,0.6234898018587336,0.5234156073655503,0.8520775211013093,33641.99714285714,24524.127133524853,38815.04357142857,24644.87682890412,41107.46749999999,24554.13224472661,38143.981290322576,25182.737906687555,8468.220000000001,41872.649999999994,11982.64,,0.8184,38971.270606512786,18034.42,1130.23,1829.44,27012.29,25768.29,12399.41,5635.01,2374.23,1829.44
2022-02-02,31501.7,9518.619999999999,6,6,6,5250.283333333334,0.025000000000000005,2.8333333333333335,9175.42,0.3022,0.2913,5250.28,2,2,5,2,1,2022,0,0,0,0,0,28,57,14,0,0.9749279121818236,-0.22252093395631434,0.5380051715382996,0.8429415373547828,39290.305714285714,22203.188889472494,39253.16714285714,24757.677562000037,42394.029642857146,23906.793327514202,38452.18125,24834.507711683415,38930.8,40743.229999999996,56005.04,,0.9268,40175.95185897775,21781.57,0.0,2536.75,7183.38,3487.5,0.0,17679.65,0.0,10334.55
2022-02-03,72877.69,25351.32,6,6,5,12146.281666666668,0.016666666666666666,2.6666666666666665,55257.54,0.3479,0.7582,12146.28,3,3,5,2,1,2022,0,0,0,0,0,28,56,14,0,0.43388373911755823,-0.900968867902419,0.5524353131676196,0.8335557718385699,38229.00571428572,22399.918943132987,38593.05785714286,24837.964603239056,41518.91035714286,23838.48321301853,38241.56060606061,24473.315344537503,10599.21,54316.71,62537.79,,0.9208,39019.38494444739,24643.129999999997,0.0,0.0,48234.560000000005,5662.62,52205.32,15009.75,0.0,0.0
2022-02-04,70551.37,25538.47,8,8,8,8818.92125,0.03125,3.0,50064.96000000001,0.362,0.7096,8818.92,4,4,5,2,1,2022,0,0,0,0,0,28,55,14,0,-0.433883739117558,-0.9009688679024191,0.5667017562911176,0.8239230057575542,47125.93142857143,21960.48312049351,39918.842142857146,26199.843249770132,41888.1925,24252.636382118773,39260.27029411765,24820.909162972097,55016.82000000001,2384.6800000000003,10849.85,,1.125,43533.82561852107,18369.27,5910.58,0.0,46271.520000000004,20348.86,45072.23,4336.24,794.04,0.0
2022-02-05,26922.68,17167.309999999998,2,2,2,13461.34,0.0,3.5,20601.51,0.6377,0.7652,13461.34,5,5,5,2,1,2022,1,0,0,0,0,28,54,14,0,-0.9749279121818236,-0.2225209339563146,0.5808002734538009,0.8140460935082178,49345.15285714285,23613.510810856915,44787.89142857143,24994.221922986013,44020.389642857146,24046.285351787777,40154.30171428571,25018.64965546567,13030.119999999999,88939.48999999999,34476.96,,1.121,47136.16486938493,20601.51,0.0,0.0,6321.17,26922.68,0.0,0.0,0.0,0.0
2022-02-06,121798.67000000001,45074.84,6,6,6,20299.778333333335,0.06666666666666667,4.166666666666667,46665.58,0.3701,0.3831,20299.78,6,6,5,2,1,2022,1,0,0,0,0,28,53,14,0,-0.7818314824680299,0.6234898018587334,0.5947266869607634,0.8039279618328213,51329.80428571429,20420.582531072934,40358.11928571428,21867.303427736915,43750.59392857143,24199.219586623698,39786.75666666667,24757.064697909453,72686.42,38275.97,24810.43,,1.1732,44441.03355346694,26647.46,46665.58,8253.02,40232.61,57491.91,46665.58,8253.02,0.0,9388.16
2022-02-07,90977.45,29286.7,9,9,9,10108.605555555556,0.027777777777777776,2.4444444444444446,51319.920000000006,0.3219,0.5641,10108.61,0,7,6,2,1,2022,0,0,0,0,0,28,52,14,0,0.0,1.0,0.6084768701151261,0.7935716089521474,58345.840000000004,33334.62625592093,46324.02642857143,30817.409854829093,47214.45964285714,28026.494278615017,42003.29486486486,27886.72534954785,36762.39,41383.9,41833.649999999994,,1.2358,54755.38507967135,44634.09,0.0,0.0,46343.36,0.0,78169.79,4637.0599999999995,8170.599999999999,0.0
2022-02-08,59391.49,29405.49,4,4,4,14847.8725,0.05,2.5,549.83,0.4951,0.0093,14847.87,1,8,6,2,1,2022,0,0,0,0,0,28,51,14,0,0.7818314824680298,0.6234898018587336,0.6220467484408675,0.7829801036770628,66090.84857142858,33779.34378339491,49866.422857142854,32980.307790239,48969.595357142854,29191.62137269331,43292.08842105263,28631.607237741373,48006.380000000005,8468.220000000001,51850.590000000004,,1.3496,59584.99373571517,3344.62,549.83,55497.04,0.0,0.0,55497.04,3894.4500000000003,0.0,0.0
2022-02-09,65962.12,23677.06,7,7,6,9423.16,0.03571428571428571,2.142857142857143,21481.01,0.3589,0.3257,9423.16,2,9,6,2,1,2022,0,0,0,0,0,28,50,14,0,0.9749279121818236,-0.22252093395631434,0.6354323008901774,0.7721565844991642,67717.29285714285,33029.23087528312,53503.79928571428,30799.347804679113,49238.913214285705,29253.9046679535,43704.89358974359,28369.737089768416,31501.7,38930.8,74061.52,,1.3753,59559.19323761982,13315.300000000001,19440.82,26575.7,6630.299999999999,40929.68,22992.25,0.0,2040.19,0.0
2022-02-10,14904.2,4186.93,4,4,4,3726.05,0.05,2.25,7806.1900000000005,0.2809,0.5238,3726.05,3,10,6,2,1,2022,0,0,0,0,0,28,49,14,0,0.43388373911755823,-0.900968867902419,0.6486295610349814,0.7611042586607747,72640.20999999999,29061.561745923063,55434.60785714286,30662.4838047588,48949.64892857143,29038.618159839585,44261.32425,28223.91914348836,72877.69,10599.21,95833.39,,1.484,60412.91680593717,0.0,0.0,2792.53,12111.67,7098.01,0.0,7480.9,325.29,0.0
2022-02-11,5570.61,846.73,1,1,1,5570.61,0.0,5.0,5570.61,0.152,1.0,5570.61,4,11,6,2,1,2022,0,0,0,0,0,28,48,14,0,-0.433883739117558,-0.9009688679024191,0.6616346182422783,0.7498264012045686,64358.28285714286,36333.42001574936,55742.107142857145,30196.306637007387,46059.32071428571,28215.18621814815,43545.29682926829,28243.5015088346,70551.37,55016.82000000001,5782.5,,1.3973,54345.08789847889,0.0,0.0,0.0,5570.61,0.0,0.0,0.0,5570.61,0.0
2022-02-12,22910.0,6418.57,4,4,4,5727.5,0.0375,2.75,4917.94,0.2802,0.2147,5727.5,5,12,6,2,1,2022,1,0,0,0,0,28,47,14,0,-0.9749279121818236,-0.2225209339563146,0.6744436188329455,0.7383263540031065,55075.31714285714,42298.79124489717,52210.235,33044.99908767478,46051.753214285716,28226.415002254078,42641.13761904762,28505.693387723386,26922.68,13030.119999999999,43050.32,,1.1959,47841.8241786817,0.0,2423.73,0.0,20486.27,0.0,17992.06,2423.73,2494.21,0.0
2022-02-13,28932.26,8647.03,3,3,3,9644.086666666666,0.049999999999999996,3.3333333333333335,20634.309999999998,0.2989,0.7132,9644.09,6,13,6,2,1,2022,1,0,0,0,0,28,46,14,0,-0.7818314824680299,0.6234898018587334,0.6870527672236669,0.7266075247685656,54502.07714285714,42768.490864179315,52915.940714285716,32239.59058366102,45332.45607142857,28560.377157098752,42182.27395348837,28324.573155157726,121798.67000000001,72686.42,43368.89,,1.2023,44517.580954857476,18867.37,8297.95,0.0,1766.94,0.0,18867.37,0.0,1766.94,8297.95
2022-02-14,66741.93695,21874.73,6,6,6,11123.656158333333,0.024999999999999998,3.5,0.0,0.3278,0.0,11123.66,0,14,7,2,1,2022,0,0,0,0,0,28,45,14,0,0.0,1.0,0.6994583270516471,0.7146733860429609,41235.44714285714,31272.51909274642,49790.64357142857,32296.32743018329,44816.86214285715,28726.962603418844,41881.137272727276,28064.45797862596,90977.45,36762.39,51154.909999999996,,0.9201,42439.53816087648,26105.49695,25104.33,11311.68,4220.43,10028.7,34692.92,17799.88695,0.0,4220.43
2022-02-15,55099.7,17195.19,7,7,7,7871.385714285714,0.021428571428571432,3.2857142857142856,46837.490000000005,0.3121,0.85,7871.39,1,15,7,2,1,2022,0,0,0,0,0,28,44,14,0,0.7818314824680298,0.6234898018587336,0.7116566222817746,0.7025274741691571,37773.23099285714,25691.20566715961,51932.039782142856,32359.874035906094,45373.54167678572,29004.021015646413,42433.59948777778,27990.1436298243,59391.49,48006.380000000005,41872.649999999994,,0.8325,45679.857999426284,43281.05,6661.23,0.0,5157.42,4569.34,39448.97,8262.21,2819.18,0.0
2022-02-16,5857.09,3178.9599999999996,3,3,3,1952.3633333333335,0.03333333333333333,2.0,4927.2300000000005,0.5428,0.8412,1952.36,2,16,7,2,1,2022,0,0,0,0,0,28,43,14,0,0.9749279121818236,-0.22252093395631434,0.7236440382959124,0.6901733882429719,37160.118135714285,25134.486089568174,52438.70549642857,32349.21012416083,45845.93631964286,29052.56466825735,42708.94949891304,27740.32791189237,65962.12,31501.7,40743.229999999996,,0.8105,46935.83693283611,0.0,4927.2300000000005,929.86,0.0,4113.06,0.0,929.86,814.17,0.0
2022-02-17,18546.84,7277.09,3,3,3,6182.28,0.06666666666666667,2.6666666666666665,1027.12,0.3924,0.0554,6182.28,3,17,7,2,1,2022,0,0,0,0,0,28,42,14,0,0.43388373911755823,-0.900968867902419,0.7354170229639855,0.6776147890466889,28573.685278571433,23891.040163359783,50606.94763928572,34293.57658039587,44600.00274821429,30011.72318961768,41924.8673819149,27958.752745624948,14904.2,72877.69,54316.71,,0.6407,41458.67067512463,1027.12,0.0,0.0,17519.72,9770.49,0.0,7749.23,1027.12,0.0
2022-02-18,34164.0,12924.58,4,4,4,8541.0,0.0375,3.5,5391.7,0.3783,0.1578,8541.0,4,18,7,2,1,2022,0,0,0,0,0,28,41,14,0,-0.433883739117558,-0.9009688679024191,0.7469720876965552,0.6648553979642865,29094.06242142857,23581.341679342215,46726.172639285716,34651.740840849,43322.50739107143,30342.2772677392,41437.82514479166,27864.784231156824,5570.61,70551.37,2384.6800000000003,,0.6716,38403.75991844135,18478.49,0.0,0.0,15685.51,15251.45,0.0,18912.550000000003,0.0,0.0
2022-02-19,37174.93,13979.54,7,7,7,5310.704285714286,0.049999999999999996,2.4285714285714284,2875.56,0.376,0.0774,5310.7,5,19,7,2,1,2022,1,0,0,0,0,28,40,14,0,-0.9749279121818236,-0.2225209339563146,0.7583058084785624,0.6518989958787126,33178.832421428575,21181.87937815556,44127.07478214286,34087.2801447491,44457.48310535714,29331.790435501276,41289.37973367347,27592.571531261096,22910.0,26922.68,88939.48999999999,,0.7463,37838.4585959825,26379.379999999997,2615.1,0.0,8180.45,16635.39,0.0,3051.87,2438.79,15048.880000000001
2022-02-20,1619.98,409.85,1,1,1,1619.98,0.05,3.0,0.0,0.253,0.0,1619.98,6,20,7,2,1,2022,1,0,0,0,0,28,39,14,0,-0.7818314824680299,0.6234898018587334,0.7694148268839378,0.6387494220515272,35216.67956428572,20710.23182575429,44859.37835357144,33798.1429139665,42608.74881964285,28026.603657562653,41207.090739,27315.761429296996,28932.26,121798.67000000001,38275.97,,0.8265,37749.98811651817,0.0,1619.98,0.0,0.0,0.0,0.0,1619.98,0.0,0.0
